,Chemical,Url,Dates,Uses
715,Nickel and Nickel Compounds,https://oehha.ca.gov/chemicals/nickel-and-nickel-compounds,['10/01/1989'],"Alloys (low-alloy steels, stainless steel, copper and brass, permanent magnets, electrical resistance alloys), electroplated protective coatings, electroformed coatings, alkaline storage batteries, fuel cell electrodes, catalyst for methanation of fuel gases and hydrogenation of vegetable oils; component of tobacco smoke"
716,Nickel Carbonate,https://oehha.ca.gov/chemicals/nickel-carbonate,['10/01/1989'],Listed as Nickel and nickel compounds. 
717,Nickel Carbonyl,https://oehha.ca.gov/chemicals/nickel-carbonyl,"['10/01/1987', '09/01/1996']",Listed as Nickel and nickel compounds.
718,Nickel compounds,https://oehha.ca.gov/chemicals/nickel-compounds,"['05/07/2004', '10/26/2018', '10/26/2018']","'Nickel (metallic)', 'Nickel acetate', 'Nickel carbonate', 'Nickel carbonyl', 'Nickel hydroxide', 'Nickelocene', 'Nickel oxide', 'Nickel refinery dust from the pyrometallurgical process', and 'Nickel subsulfide' listed separately."
719,Nickel Hydroxide,https://oehha.ca.gov/chemicals/nickel-hydroxide,['10/01/1989'],Listed as Nickel and nickel compounds.
720,Nickel Oxide,https://oehha.ca.gov/chemicals/nickel-oxide,['10/01/1989'],"Component of rechargeable batteries and fuel cells; pigments for ceramic, glass, and glazes; propellant for car air bags; production of electronic thermally functionng ceramics; hydrogenation catalyst and precursor to nickel salts"
721,Nickel Refinery Dust,https://oehha.ca.gov/chemicals/nickel-refinery-dust,['10/01/1987'],Byproduct of pyrometallurgical process in nickel refining
722,Nickel Subsulfide,https://oehha.ca.gov/chemicals/nickel-subsulfide,['10/01/1987'],Component of nickel refinery dust
723,Nickelocene,https://oehha.ca.gov/chemicals/nickelocene,['10/01/1989'],Research chemical
724,Nicotine,https://oehha.ca.gov/chemicals/nicotine,['04/01/1990'],[]
725,Nifedipine,https://oehha.ca.gov/chemicals/nifedipine,"['01/29/1999', '01/29/1999', '01/29/1999']",[]
726,Nifuradene,https://oehha.ca.gov/chemicals/nifuradene,['04/01/1988'],Medicine (topical antibacterial)
727,Nifurthiazole,https://oehha.ca.gov/chemicals/nifurthiazole,['01/01/1988'],Pesticide
728,Nimodipine,https://oehha.ca.gov/chemicals/nimodipine,['04/24/2001'],[]
729,Niridazole,https://oehha.ca.gov/chemicals/niridazole,['04/01/1988'],[]
730,Nitrapyrin,https://oehha.ca.gov/chemicals/nitrapyrin,"['10/05/2005', '03/30/1999']",[]
731,Nitrate,https://oehha.ca.gov/chemicals/nitrate,[],"Fertilizer, oxidizing agent"
732,Nitric Acid,https://oehha.ca.gov/chemicals/nitric-acid,[],"Nitration reagent, oxidizing agent, organic chemical synthesis, doping agent for organic semiconductors, etching and cleaning agent, steel and brass pickling, wood staining, photoengraving, gold and silver separation, military munitions; production of fertilizer, rocket fuel, pharmaceuticals"
733,Nitrilotriacetic Acid,https://oehha.ca.gov/chemicals/nitrilotriacetic-acid,['01/01/1988'],Chelating agent in laundry and other detergents; water softening
734,Nitrilotriacetic Acid- Trisodium Salt Monohydrate,https://oehha.ca.gov/chemicals/nitrilotriacetic-acid-trisodium-salt-monohydrate,['04/01/1989'],"Water and textile treatment, pulp and paper processing, metal plating and cleaning. Formerly used as chelating agent in detergents."
735,Nitrite,https://oehha.ca.gov/chemicals/nitrite,[],Produced endogenously; added to cured meats as preservative and color enhancer. Common drinking water contaminant
736,Nitrite and Nitrate,https://oehha.ca.gov/chemicals/nitrite-and-nitrate,[],"Nitrite is produced endogenously, added to cured meats as preservative and color enhancer, and is a common drinking water contaminant. Nitrate is used as fertilizer and as an oxidizing agent."
737,Nitrite In Combination With Amines or Amides,https://oehha.ca.gov/chemicals/nitrite-combination-amines-or-amides,[],[]
738,5-Nitro-o-anisidine,https://oehha.ca.gov/chemicals/5-nitro-o-anisidine,['10/01/1989'],[]
739,5-Nitroacenaphthene,https://oehha.ca.gov/chemicals/5-nitroacenaphthene,['04/01/1988'],Used in Japan as a chemical intermediate in production of naphthalimide dyes; a small amount is also used to produce paper dye. Has not been used commercially in US.
740,o-Nitroanisole,https://oehha.ca.gov/chemicals/o-nitroanisole,['10/01/1992'],[]
741,Nitrobenzene,https://oehha.ca.gov/chemicals/nitrobenzene,"['08/26/1997', '03/30/2010']",[]
742,4-Nitrobiphenyl,https://oehha.ca.gov/chemicals/4-nitrobiphenyl,['04/01/1988'],Formerly used in manufacture of 4-diphenylamine
743,6-Nitrochrysene,https://oehha.ca.gov/chemicals/6-nitrochrysene,['10/01/1990'],Byproduct of combustion
744,Nitrofen (Technical Grade),https://oehha.ca.gov/chemicals/nitrofen-technical-grade,['01/01/1988'],Formerly used as a commercial agricultural and ornamental herbicide; voluntarily withdrawn from the US market in 1980.
745,2-Nitrofluorene,https://oehha.ca.gov/chemicals/2-nitrofluorene,['10/01/1990'],Byproduct of combustion
746,Nitrofurantoin,https://oehha.ca.gov/chemicals/nitrofurantoin,['04/01/1991'],[]
747,Nitrofurazone,https://oehha.ca.gov/chemicals/nitrofurazone,['01/01/1990'],"Veterinary medicine (antibiotic) for dogs, cats, and horses not intended for human consumption. Medical use in humans discontinued in US."
748,Nitrogen Dioxide,https://oehha.ca.gov/chemicals/nitrogen-dioxide,[],Nitrating agent; component of rocket fuel; chemical intermediate in formation of nitric acid; component of internal-combustion engine exhaust and tobacco smoke
749,Nitrogen Mustard N-oxide,https://oehha.ca.gov/chemicals/nitrogen-mustard-n-oxide,['04/01/1988'],[]
750,Nitrogen Mustard N-oxide Hydrochloride,https://oehha.ca.gov/chemicals/nitrogen-mustard-n-oxide-hydrochloride,['04/01/1988'],[]
751,Nitromethane,https://oehha.ca.gov/chemicals/nitromethane,['05/01/1997'],"Synthesis of derivatives used as pharmaceuticals, agricultural fumigants, and industrial antimicrobials; solvent, fuel or fuel additive with methanol, explosives."
752,2-Nitropropane,https://oehha.ca.gov/chemicals/2-nitropropane,['01/01/1988'],"Rocket propellant, gasoline additive, solvents; chemical synthesis"
753,4-Nitropyrene,https://oehha.ca.gov/chemicals/4-nitropyrene,['10/01/1990'],OEHHA 2009. Air Toxics Hot Spots Program Technical Support Document for Cancer Potencies. Appendix B. Chemical-specific summaries of the information used to derive unit risk and cancer potency values. Updated 2011.
754,1-Nitropyrene,https://oehha.ca.gov/chemicals/1-nitropyrene,['10/01/1990'],Byproduct of combustion; predominant pyrene found in diesel emissions
755,n-Nitroso-n-Ethylurea,https://oehha.ca.gov/chemicals/n-nitroso-n-ethylurea,['10/01/1987'],"Research chemical (induces cancer), medicine (chemotherapy drug). Formerly used in the synthesis of diazoethane."
756,n-Nitroso-n-methylethylamine,https://oehha.ca.gov/chemicals/n-nitroso-n-methylethylamine,['10/01/1989'],Research chemical; component of tobacco smoke
757,n-Nitroso-n-Methylurea,https://oehha.ca.gov/chemicals/n-nitroso-n-methylurea,['10/01/1987'],Research chemical (induces cancer). Used in clinical trials as an anti-tumor agent. Formerly used to produce diazomethane; patented for use as a polymerization agent.
758,n-Nitroso-n-Methylurethane,https://oehha.ca.gov/chemicals/n-nitroso-n-methylurethane,['04/01/1988'],Research chemical; formerly used to synthesize diazomethane
759,n-Nitrosodi-n-Butylamine,https://oehha.ca.gov/chemicals/n-nitrosodi-n-butylamine,['10/01/1987'],Research chemical; component of tobacco smoke
760,n-Nitrosodi-n-Propylamine,https://oehha.ca.gov/chemicals/n-nitrosodi-n-propylamine,['01/01/1988'],Research chemical; byproduct of some manufacturing processes; contaminant in some weedkillers
761,n-Nitrosodiethanolamine,https://oehha.ca.gov/chemicals/n-nitrosodiethanolamine,['01/01/1988'],Research chemical. Found in complex matrices such as metalworking fluids and cosmetics; component of tobacco smoke
762,n-Nitrosodiethylamine,https://oehha.ca.gov/chemicals/n-nitrosodiethylamine,['10/01/1987'],"Gasoline and lubricant additive, stabilizer in plastics, solvent, copolymer softener; precursor to 1,1-diethylhydrazine; emitted during the compounding, forming, and curing operations of elastomeric parts; component of tobacco smoke"
763,n-Nitrosodimethylamine,https://oehha.ca.gov/chemicals/n-nitrosodimethylamine,['10/01/1987'],Research chemical (induces cancer); byproduct of manufacturing processes; component of tobacco smoke. Formerly used as component of rocket fuels.
764,N-Nitrosodiphenylamine,https://oehha.ca.gov/chemicals/n-nitrosodiphenylamine,['04/01/1988'],Rubber vulcanization retarder; pesticide; chemical intermediate; anti-scorching agent
765,p-Nitrosodiphenylamine,https://oehha.ca.gov/chemicals/p-nitrosodiphenylamine,['01/01/1988'],Rubber vulcanization accelerator; chemical intermediate in production of dyes and pharmaceuticals; polymerization inhibitor
766,N-Nitrosohexamethyleneimine,https://oehha.ca.gov/chemicals/n-nitrosohexamethyleneimine,['11/23/2018'],[]
767,N-Nitrosomethyl-n-butylamine,https://oehha.ca.gov/chemicals/n-nitrosomethyl-n-butylamine,['12/26/2014'],"NMAs have been detected in personal care products, such as shampoos and conditioners, and household cleaning products, such as dishwashing liquids and surface cleaners. NMAs are not intentionally added to these products, but may form as a result of the reaction of nitrite with amine compounds."
768,N-Nitrosomethyl-n-decylamine,https://oehha.ca.gov/chemicals/n-nitrosomethyl-n-decylamine,['12/26/2014'],"NMAs have been detected in personal care products, such as shampoos and conditioners, and household cleaning products, such as dishwashing liquids and surface cleaners. NMAs are not intentionally added to these products, but may form as a result of the reaction of nitrite with amine compounds."
769,N-Nitrosomethyl-n-dodecylamine,https://oehha.ca.gov/chemicals/n-nitrosomethyl-n-dodecylamine,['12/26/2014'],"NMAs have been detected in personal care products, such as shampoos and conditioners, and household cleaning products, such as dishwashing liquids and surface cleaners. NMAs are not intentionally added to these products, but may form as a result of the reaction of nitrite with amine compounds."
770,N-Nitrosomethyl-n-heptylamine,https://oehha.ca.gov/chemicals/n-nitrosomethyl-n-heptylamine,['12/26/2014'],"NMAs have been detected in personal care products, such as shampoos and conditioners, and household cleaning products, such as dishwashing liquids and surface cleaners. NMAs are not intentionally added to these products, but may form as a result of the reaction of nitrite with amine compounds."
771,N-Nitrosomethyl-n-hexylamine,https://oehha.ca.gov/chemicals/n-nitrosomethyl-n-hexylamine,['12/26/2014'],"NMAs have been detected in personal care products, such as shampoos and conditioners, and household cleaning products, such as dishwashing liquids and surface cleaners. NMAs are not intentionally added to these products, but may form as a result of the reaction of nitrite with amine compounds."
772,N-Nitrosomethyl-n-nonylamine,https://oehha.ca.gov/chemicals/n-nitrosomethyl-n-nonylamine,['12/26/2014'],"NMAs have been detected in personal care products, such as shampoos and conditioners, and household cleaning products, such as dishwashing liquids and surface cleaners. NMAs are not intentionally added to these products, but may form as a result of the reaction of nitrite with amine compounds."
773,N-Nitrosomethyl-n-octylamine,https://oehha.ca.gov/chemicals/n-nitrosomethyl-n-octylamine,['12/26/2014'],"NMAs have been detected in personal care products, such as shampoos and conditioners, and household cleaning products, such as dishwashing liquids and surface cleaners. NMAs are not intentionally added to these products, but may form as a result of the reaction of nitrite with amine compounds."
774,N-Nitrosomethyl-n-pentylamine,https://oehha.ca.gov/chemicals/n-nitrosomethyl-n-pentylamine,['12/26/2014'],"NMAs have been detected in personal care products, such as shampoos and conditioners, and household cleaning products, such as dishwashing liquids and surface cleaners. NMAs are not intentionally added to these products, but may form as a result of the reaction of nitrite with amine compounds."
775,N-Nitrosomethyl-n-propylamine,https://oehha.ca.gov/chemicals/n-nitrosomethyl-n-propylamine,['12/26/2014'],"NMAs have been detected in personal care products, such as shampoos and conditioners, and household cleaning products, such as dishwashing liquids and surface cleaners. NMAs are not intentionally added to these products, but may form as a result of the reaction of nitrite with amine compounds."
776,N-Nitrosomethyl-n-tetradecylamine,https://oehha.ca.gov/chemicals/n-nitrosomethyl-n-tetradecylamine,['12/26/2014'],"NMAs have been detected in personal care products, such as shampoos and conditioners, and household cleaning products, such as dishwashing liquids and surface cleaners. NMAs are not intentionally added to these products, but may form as a result of the reaction of nitrite with amine compounds."
777,N-Nitrosomethyl-n-undecylamine,https://oehha.ca.gov/chemicals/n-nitrosomethyl-n-undecylamine,['12/26/2014'],"NMAs have been detected in personal care products, such as shampoos and conditioners, and household cleaning products, such as dishwashing liquids and surface cleaners. NMAs are not intentionally added to these products, but may form as a result of the reaction of nitrite with amine compounds."
778,3-(N-Nitrosomethylamino) propionitrile,https://oehha.ca.gov/chemicals/3-n-nitrosomethylamino-propionitrile,['04/01/1990'],[]
779,4-(n-nitrosomethylamino)-1(3-pyridyl)-1-butanone,https://oehha.ca.gov/chemicals/4-n-nitrosomethylamino-13-pyridyl-1-butanone,['04/01/1990'],"Produced in curing, ageing, processing, and smoking of tobacco products"
780,N-Nitrosomethylvinylamine,https://oehha.ca.gov/chemicals/n-nitrosomethylvinylamine,['01/01/1988'],[]
781,n-Nitrosomorpholine,https://oehha.ca.gov/chemicals/n-nitrosomorpholine,['01/01/1988'],Solvent for polyacrylonitrile; chemical intermediate; antimicrobial properties; may be present in emissions or effluents from production of rubber and related products. No production or use in the US.
782,n-Nitrosonornicotine,https://oehha.ca.gov/chemicals/n-nitrosonornicotine,['01/01/1988'],"Research chemical (induces cancer). Produced in curing, ageing, processing, and smoking of tobacco products; produced endogenously from nitrite in saliva and tobacco alkaloids including nicotine"
783,n-Nitrosopiperidine,https://oehha.ca.gov/chemicals/n-nitrosopiperidine,['01/01/1988'],Research chemical (induces cancer); disinfection byproduct of water treatment; component of tobacco smoke
784,n-Nitrosopyrrolidine,https://oehha.ca.gov/chemicals/n-nitrosopyrrolidine,['10/01/1987'],Research chemical (induces tumors); released during cooking of nitrite-preserved foods; component of tobacco smoke
785,N-Nitrososarcosine,https://oehha.ca.gov/chemicals/n-nitrososarcosine,['01/01/1988'],[]
786,o-Nitrotoluene,https://oehha.ca.gov/chemicals/o-nitrotoluene,['05/15/1998'],[]
787,Nitrous Oxide,https://oehha.ca.gov/chemicals/nitrous-oxide,"['08/01/2008', '08/01/2008']",[]
788,Norethisterone,https://oehha.ca.gov/chemicals/norethisterone,"['10/01/1989', '04/01/1990']",[]
789,Norethisterone (Norethindrone) /Ethinyl Estradiol,https://oehha.ca.gov/chemicals/norethisterone-norethindrone-ethinyl-estradiol,['04/01/1990'],[]
790,Norethisterone (Norethindrone) /Mestranol,https://oehha.ca.gov/chemicals/norethisterone-norethindrone-mestranol,['04/01/1990'],[]
791,Norethisterone Acetate (Norethindrone Acetate),https://oehha.ca.gov/chemicals/norethisterone-acetate-norethindrone-acetate,['10/01/1991'],[]
792,Norethynodrel,https://oehha.ca.gov/chemicals/norethynodrel,['02/27/2001'],[]
793,Norgestrel,https://oehha.ca.gov/chemicals/norgestrel,['04/01/1990'],[]
794,Ochratoxin A,https://oehha.ca.gov/chemicals/ochratoxin,['07/01/1990'],[]
795,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin",https://oehha.ca.gov/chemicals/12346789-octachlorodibenzo-p-dioxin,[],"Found in smoke emissions, byproduct of chemical synthesis"
796,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran",https://oehha.ca.gov/chemicals/12346789-octachlorodibenzofuran,[],"Found in smoke emissions, byproduct of chemical synthesis"
797,Oil Orange SS,https://oehha.ca.gov/chemicals/oil-orange-ss,['04/01/1988'],[]
798,Oleum,https://oehha.ca.gov/chemicals/oleum,[],"Oil refining; manufacture of sulfuric acid, explosives, and soap; chemical intermediate for transportation of sulfuric acid compounds; reagent"
799,"Oral Contraceptives, Combined",https://oehha.ca.gov/chemicals/oral-contraceptives-combined,['10/01/1989'],[]
